Major,Course Name,Course ID,CRN,Credits,Instructor
COM,Communication and CommunitiesRestriction: Major,COM 320,85500,3,H K Kramer
COM,Info & Com Tech ConceptsRestriction: Major,COM 330,81946,3,J S Winter
COM,Info & Com Tech ConceptsRestriction: Major,COM 330,85501,3,K M Gaughen
COM,Media Arts TechniquesRestriction: Major,COM 337,89068,3,P A Amaral
COM,Public Relations WritingRestriction: Major,COM 339,83956,3,E Yamauchi
COM,Health Information TechnologyRestriction: Major,COM 345,85502,3,C Higa
COM,Computer-Mediated ComRestriction: Major,COM 350,87792,3,D C Smith
COM,Digital CulturesRestriction: Major,COM 355,87793,3,J Gu
COM,Esports and SocietyRestriction: Major,COM 369,85766,3,N S Kauweloa
COM,Public Relations StrategiesRestriction: Major,COM 421,83162,3,J Kim
COM,Social MediaRestriction: Major,COM 432,81948,3,L Ayala
COM,Communication and GenderRestriction: Major,COM 444,85403,3,S S Wu
COM,Special Topics in Com(Global Gaming and Society)Restriction: Major,COM 459,89069,3,W G Buente
COM,Multimedia Des & Dev CapstoneRestriction: Department Approval,COM 477,81949,3,P A Amaral
COM,Com in Communities CapstoneRestriction: Department Approval,COM 478,81950,3,R L Neo
COM,Com in Communities CapstoneRestriction: Department Approval,COM 478,82249,3,H K Kramer
COM,ICT and Policy CapstoneRestriction: Department Approval,COM 479,81947,3,J S Winter
COM,Communication InquiryRestriction: Major,COM 612,81792,3,R L Neo
COM,Social MediaRestriction: Major,COM 634,89070,3,W G Buente
COM,Public Diplomacy & COMRestriction: Major,COM 658,89071,3,J Kim
COMG,Everyday Com with Numbers,COMG 102,84577,3,TBA
COMG,Everyday Com with Numbers,COMG 102,84578,3,TBA
COMG,Everyday Com with Numbers,COMG 102,84579,3,TBA
COMG,Everyday Com with Numbers,COMG 102,84580,3,TBA
COMG,Personal and Public Speech,COMG 151,84596,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84597,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84598,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84599,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84600,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84601,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84602,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84603,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84604,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84605,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84606,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84607,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84608,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84609,3,J S Stout
COMG,Personal and Public Speech,COMG 151,84610,3,J S Stout
COMG,Personal and Public Speech,COMG 151,87733,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82146,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82148,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82150,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,83644,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82151,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82152,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82153,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82154,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82155,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82156,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82158,3,J S Stout
COMG,Principles of Eff Public Spkg,COMG 251,82160,3,J S Stout
COMG,Communicology Theories,COMG 301,86182,3,H Lee
COMG,Research Methods,COMG 302,85852,3,J S Stout
COMG,Leadership and Org Comm,COMG 361,87736,3,J S Stout
COMG,Persuasion,COMG 364,85092,3,TBA
COMG,Creating Understanding,COMG 371,85093,3,J Gasiorek
COMG,Interpersonal Relations,COMG 381,85094,3,K S Aune
COMG,Conflict Management,COMG 455,86184,3,M Kim
COMG,Science Communication,COMG 462,86303,3,TBA
COMG,Human Communication and Tech,COMG 464,86185,3,M Kim
COMG,Communicating Social Support,COMG 490,89116,3,E Taniguchi-Dorios
COMG,Theories in Communicology,COMG 601,85258,3,K S Aune
COMG,Advanced Research Methods,COMG 612,86187,3,E Taniguchi-Dorios
COMG,Prac: Instructnl CommunicationRestriction: Major,COMG 620,86188,1,J S Stout
COMG,Creating Understanding,COMG 670,89133,3,J Gasiorek
CSD,Speech/Lang DevelopmentRestriction: Department Approval,CSD 433,85259,3,E K Firmin
CSD,Clinical Methods in CSDRestriction: Department Approval,CSD 435,85260,3,J M Hiu
CSD,Neuroscience in CSDRestriction: Major,CSD 601,88754,3,TBA
CSD,Audiology Foundations for SLPRestriction: Major,CSD 603,85261,3,B Gordon-Wendt
CSD,Adv Practicum in Speech Path IRestriction: Major,CSD 616,85043,3,TBA
CSD,Audiology Practicum for SLPRestriction: Major,CSD 617,88755,1,B Gordon-Wendt
CSD,Adult Neuro Lang Cog Comm DisRestriction: Major,CSD 622,85044,3,B L Evans
CSD,Research--Speech PathologyRestriction: Major,CSD 695,85045,1,L Guo
CSD,Adv Practicm/Speech Path IIIRestriction: Major,CSD 724,82429,9,TBA
DH,Basic Dental Hygiene IIRestriction: Major,DH 240,80228,2,K S Nakasone
DH,Basic DH II Lab/ClinicRestriction: Major,DH 240L,80229,3,K M Chung
DH,Basic DH II Lab/ClinicRestriction: Major,DH 240L,80230,3,K M Chung
DH,Basic DH II Lab/ClinicRestriction: Major,DH 240L,80231,3,N A Galarza
DH,Basic DH II Lab/ClinicRestriction: Major,DH 240L,81995,3,N A Galarza
DH,Oral Histology and EmbryologyRestriction: Major,DH 251,80232,1,P K Fujimoto
DH,Dental RadiographyRestriction: Major,DH 281,80233,2,P F Sunahara
DH,Dental Radiography Lab/ClinicRestriction: Major,DH 281L,80234,1,P F Sunahara
DH,Dental Radiography Lab/ClinicRestriction: Major,DH 281L,80235,1,P F Sunahara
DH,Dental Radiography Lab/ClinicRestriction: Major,DH 281L,80236,1,P F Sunahara
DH,Dental Radiography Lab/ClinicRestriction: Major,DH 281L,81994,1,P F Sunahara
DH,General PathologyRestriction: Major,DH 366,80237,2,P K Fujimoto
DH,Expanded Functions in DHRestriction: Major,DH 370,80238,2,M K Oishi
DH,Expand Functions DH Lab/ClinicRestriction: Major,DH 370L,80239,1,M K Oishi
DH,Expand Functions DH Lab/ClinicRestriction: Major,DH 370L,80240,1,N A Galarza
DH,Clinical Dental Hygiene IIRestriction: Major,DH 380,80241,2,G C Lau
DH,Clinical Dh II ClinicRestriction: Major,DH 380L,80242,3,G C Lau
DH,Clinical Dh II ClinicRestriction: Major,DH 380L,80243,3,M K Oishi
DH,Clinical Dh II ClinicRestriction: Major,DH 380L,80244,3,E N Cortez
DH,Clinical Dh II ClinicRestriction: Major,DH 380L,82239,3,G C Lau
DH,Pain Control & L Anes in DentRestriction: Major,DH 389,80245,2,E N Cortez
DH,Periodontology IIRestriction: Major,DH 391,80246,2,M M Lau
DH,Adv Clinic Dental Hygiene IIRestriction: Major,DH 480,86445,2,M M Lau
DH,Adv Dental Hygiene II ClinicRestriction: Major,DH 480L,86446,4,M M Lau
DH,Adv Dental Hygiene II ClinicRestriction: Major,DH 480L,86447,4,M M Lau
DH,Adv Dental Hygiene II ClinicRestriction: Major,DH 480L,86448,4,E N Cortez
DH,Adv Dental Hygiene II ClinicRestriction: Major,DH 480L,86449,4,K M Osada
DIS,Foundations Disability/Diverse,DIS 380,86653,3,M Houar
DIS,Accessible Learning Technology,DIS 382,89415,3,F V Jumawan
DIS,Disability History and Culture,DIS 383,84228,3,R Raphael
DIS,Disability History,DIS 680,83614,3,R Raphael
DIS,Multicultural Iss in Disabilty,DIS 681,89413,3,H M Manaseri
DIS,Special Topics in Disability(Health Equity and Disability),DIS 682,86430,1-3,D M Delise
DIS,Interdisciplinary Team Develop,DIS 684,81658,3,R L Stotzer
DIS,Portfolio/Field Work,DIS 688,86040,3,K L Murphy
DIS,Directed Reading &/or Research,DIS 699,83615,3,R Raphael
DNCE,Intr Stg Scr New Media Writing,DNCE 100,87677,3,E C Svaton
DNCE,Intr Stg Scr New Media Writing,DNCE 100,87678,3,E C Svaton
DNCE,Introduction to Japanese Dance,DNCE 103,87657,1,J D Nishihara
DNCE,Introduction to Okinawan Dance,DNCE 106,83387,1,Y P Shiroma
DNCE,Beginning Ballet Technique,DNCE 121,80247,3,B Rodriguez
DNCE,Beginning Ballet Technique,DNCE 121,85247,3,S I Rivera Rodas
DNCE,Beg. Contemporary Dance,DNCE 131,80248,3,S I Rivera Rodas
DNCE,Beg. Contemporary Dance,DNCE 131,84278,3,Z Wen
DNCE,Hip Hop Dance,DNCE 140,85047,3,B Rodriguez
DNCE,Ballroom Dance,DNCE 142,83085,1,L A Sabado
DNCE,Live on Stage,DNCE 152,85405,3,K Pauka
DNCE,Live on Stage,DNCE 152,87665,3,E V Mante
DNCE,Live on Stage,DNCE 152,88597,3,J M Branner
DNCE,Beg Prac: Stagecraft,DNCE 200C,87667,1,P Johnston
DNCE,Beg Prac: Costume,DNCE 200D,87668,1,H K Schauer
DNCE,Beg Prac: Perf Arts Mgt,DNCE 200E,87669,1,C S Lamborn
DNCE,Low Intermed Ballet Technique,DNCE 221,80818,3,C W Wright
DNCE,Int. Contemp. Dance Technique,DNCE 231,80942,3,A L Schiffner
DNCE,Intro to Stage Production,DNCE 240,87676,3,J P Fragiao
DNCE,Intermediate Hip Hop,DNCE 241,85246,3,J C Sypert
DNCE,Global Perspectives on Dance,DNCE 255,86652,3,H M Chung
DNCE,Global Perspectives on Dance,DNCE 255,88360,3,S L Akuna
DNCE,Asian Dance I,DNCE 301,86353,1,S P Bhatawadekar
DNCE,Asian Dance I,DNCE 301,86354,3,S P Bhatawadekar
DNCE,Japanese Dance I,DNCE 303,87659,1,J D Nishihara
DNCE,Okinawan Dance I,DNCE 306,81123,1,Y P Shiroma
DNCE,Oceanic Dance I,DNCE 311,86349,3,N T Gauthier
DNCE,Hula/Chant Ensemble I,DNCE 312,83688,2,N Lewis
DNCE,Hula/Chant Ensemble I,DNCE 312,83687,2,N Lewis
DNCE,Intermediate Ballet Technique,DNCE 321,80249,3,TBA
DNCE,High Int. Contemp. Dance Tech.,DNCE 331,80250,3,K Miller
DNCE,Beg. Lighting Design,DNCE 345,88617,3,P Johnston
DNCE,Intro to Costume Construction,DNCE 354,88616,4,J M Speetjens
DNCE,Beg. Costume Design,DNCE 356,88620,3,J M Speetjens
DNCE,Queer Dance Exploratory,DNCE 357,86347,3,S L Akuna
DNCE,Dance Kinesiology,DNCE 360,88917,3,J L Perillo
DNCE,Visual Media for Dance,DNCE 362,85406,3,S L Akuna
DNCE,Movement Improvisation,DNCE 370,87672,3,P Kao
DNCE,Japanese Dance II,DNCE 403,89462,1-3,J D Nishihara
DNCE,Okinawan Dance II,DNCE 406,81124,1,Y P Shiroma
DNCE,Oceanic Dance II,DNCE 411,87660,3,N T Gauthier
DNCE,Hula/Chant Ensemble III,DNCE 413,86623,2,N Lewis
DNCE,Advanced Ballet Technique,DNCE 421,80251,3,TBA
DNCE,Adv. Contemporary Dance,DNCE 431,80252,3,K Miller
DNCE,Movement Workshop(Hula),DNCE 433,85245,3,T K Lopes
DNCE,Movement Workshop(Hula),DNCE 433,88613,1-3,T K Lopes
DNCE,Indigenous Dance Studies,DNCE 450,88614,3,S L Akuna
DNCE,Dance Performance,DNCE 470,86109,1,S L Akuna
DNCE,Senior Project,DNCE 495,85828,1-3,K Miller
DNCE,Senior Project,DNCE 495,85829,1-3,P Kao
DNCE,Senior Project,DNCE 495,85830,1-3,J L Perillo
DNCE,Adv Topics Perf in Hawai'i,DNCE 668,86352,3,T R Baker
DNCE,Dance Performance,DNCE 672,87662,1,S L Akuna
DNCE,Intrdscplnry CollaborationsRestriction: Major,DNCE 674,88618,3,P Kao
DNCE,Directed Choreography,DNCE 679,82037,1,K Miller
DNCE,Practicum in TeachingRestriction: Major,DNCE 692,85943,1-3,J L Perillo
DRB,DRB InvestigationsRestriction: Instructor Approval,DRB 614,81645,3,M A Ward
DRB,Biology of Aging,DRB 651,88132,3,R Allsopp
DRB,Applied Dev Reprod Biology,DRB 666,81818,3,Y Yamazaki
DRB,DRB Research Rotation,DRB 695,84815,3,V B Alarcon
DRB,DRB Research Rotation,DRB 695,84816,3,R Allsopp
DRB,DRB Research Rotation,DRB 695,84817,3,B C Fogelgren
DRB,DRB Research Rotation,DRB 695,84818,3,S Lozanoff
DRB,DRB Research Rotation,DRB 695,84819,3,Y Marikawa
DRB,DRB Research Rotation,DRB 695,84968,3,T Matsui
DRB,DRB Research Rotation,DRB 695,86797,3,A K Maunakea
DRB,DRB Research Rotation,DRB 695,86120,3,B Mishra
DRB,DRB Research Rotation,DRB 695,84969,3,I Moisyadi
DRB,DRB Research Rotation,DRB 695,86396,3,M A Ortega
DRB,DRB Research Rotation,DRB 695,84970,3,J B Owens
DRB,DRB Research Rotation,DRB 695,84971,3,N Polgar
DRB,DRB Research Rotation,DRB 695,87239,3,K J Schunke
DRB,DRB Research Rotation,DRB 695,84972,3,J G Urschitz
DRB,DRB Research Rotation,DRB 695,84973,3,M A Ward
DRB,DRB Research Rotation,DRB 695,84974,3,W S Ward
DRB,DRB Research Rotation,DRB 695,84975,3,C E Wright
DRB,DRB Research Rotation,DRB 695,84976,3,Y Yamazaki
DRB,DRB Research Rotation,DRB 695,84977,3,M Yoshizawa
DRB,DRB Research Rotation,DRB 695,87238,3,Y Zhang
DRB,DRB Research Rotation,DRB 695,88459,3,C B Miller
EALL,Writing East Asia,EALL 100,87849,3,TBA
EALL,Jpnse Lit in Trans-Traditional,EALL 271,85095,3,TBA
EALL,Jpnse Lit in Translatn-Modern,EALL 272,85096,3,TBA
EALL,Jpnse Lit in Translatn-Modern,EALL 272,85097,3,TBA
EALL,Korean Lit in Trans-Trad,EALL 281,86180,3,D Han
EALL,Korean Lit in Trans-Modern,EALL 282,85098,3,E J Yoon
EALL,Jpn Film: Art/Hist-Spec Topics,EALL 325D,82535,3,A R Haag
EALL,Chinese Literature: Pre-Modern,EALL 362,87837,3,D R McCraw
EALL,20th C Chn Lit & Cul:1949-Pres,EALL 363C,88839,3,M Yue
EALL,Trad Chn Fic/Trns: Short Story,EALL 365B,86179,3,D R McCraw
EALL,Topics in Modern JPN Lit,EALL 372,85100,3,Q B Arkenstone
EALL,Modern Korean Women Writers,EALL 384,88932,3,E J Yoon
EALL,Topics in CHN Cultural Studies,EALL 473,88842,3,M Yue
EALL,Perspectives on Chinese Cinema,EALL 476,84323,3,Y Peng
EALL,Topics: 20thC Lit Cult St,EALL 611,88844,3,Y Peng
EALL,Sem:Comparison of E Asian Lang,EALL 750,87848,3,A Hasegawa
ECE,Programming for EngineersRestriction: Major,ECE 160,86910,4,C L Manloloyo
ECE,Programming for EngineersRestriction: Major,ECE 160,86911,4,C L Manloloyo
ECE,Programming for EngineersRestriction: Major,ECE 160,86912,4,C L Manloloyo
ECE,Object Oriented ProgrammingRestriction: Major,ECE 205,86930,4,D Cummings
ECE,Object Oriented ProgrammingRestriction: Major,ECE 205,86931,4,D Cummings
ECE,Basic Circuit Analysis IRestriction: Major,ECE 211,86932,4,V Lubecke
ECE,Basic Circuit Analysis IRestriction: Major,ECE 211,86933,4,V Lubecke
ECE,Basic Circuit Analysis IRestriction: Major,ECE 211,86934,4,V Lubecke
ECE,Basic Circuit Analysis IIRestriction: Major,ECE 213,86935,4,B Murmann
ECE,Basic Circuit Analysis IIRestriction: Major,ECE 213,86936,4,B Murmann
ECE,Introduction to Digital DesignRestriction: Major,ECE 260,86937,4,Y Zheng
ECE,Introduction to Digital DesignRestriction: Major,ECE 260,86938,4,Y Zheng
ECE,Signal and System AnalysisRestriction: Major,ECE 315,86969,3,A Host-Madsen
ECE,Microelectronic Circuits IRestriction: Major,ECE 323,86970,3,J A Weldon
ECE,Microelectronic Circuits I LabRestriction: Major,ECE 323L,86971,1,J A Weldon
ECE,Microelectronic Circuits I LabRestriction: Major,ECE 323L,86972,1,J A Weldon
ECE,Theory & Design IC Devices IRestriction: Major,ECE 327,86974,3,A T Ohta
ECE,Probability & StatisticsRestriction: Major,ECE 342,86975,3,A Kuh
ECE,Linear Feedback-Control SystmsRestriction: Major,ECE 351,86981,3,G Arslan
ECE,Linear Feedback-Cntrl Sys LabRestriction: Major,ECE 351L,86982,1,G Arslan
ECE,Computer Data Struct & AlgrthmRestriction: Major,ECE 367,86985,3,L Zhu
ECE,Computer Data Struct & Alg LabRestriction: Major,ECE 367L,86986,1,L Zhu
ECE,Computational Media SystemsRestriction: Major,ECE 369,86976,3,K Kardan
ECE,Engr Electromagnetics IIRestriction: Major,ECE 372,86977,3,Z Yun
ECE,Engineerng Electromagntcs LabRestriction: Major,ECE 372L,87068,1,Z Yun
ECE,Engineerng Electromagntcs LabRestriction: Major,ECE 372L,87073,1,Z Yun
ECE,Intro to Large-Scale AI SystmsRestriction: Major,ECE 405,89094,3,I Molybog
ECE,Introduction to OptimizationRestriction: Major,ECE 417,87010,3,J Yee
ECE,Adv SI IC & Solid State DeviceRestriction: Major,ECE 426,89084,3,J Ott
ECE,Renewable EnergyRestriction: Major,ECE 438,87009,3,O Boric-Lubecke
ECE,Machine LearningRestriction: Major,ECE 445,87071,3,N P Santhanam
ECE,Physical Optics,ECE 470,89102,3,B Wu
ECE,Spec Topics in EE: Comp Soft(AI Security)Restriction: Major,ECE 491F,87600,3,H Guo
ECE,Spec Topics in EE:  Fields(Computational Methods in Electrical Engineering)Restriction: Major,ECE 491J,88119,3,M F Iskander
ECE,Spec Topics in EE: Power(Power Electronics)Restriction: Major,ECE 491K,89079,3,D H Green
ECE,Ethics in Elect EngrRestriction: Major,ECE 495,87013,1,D S Drew
ECE,Algorithm IRestriction: Major,ECE 602,87605,3,Y Dong
ECE,Computer and Network Security,ECE 609,89107,3,Y Dong
ECE,Advanced Solid State Devices IRestriction: Major,ECE 621,87610,3,J Ott
ECE,Analysis & Design of ICRestriction: Major,ECE 628,89098,3,B Murmann
ECE,Detection & Estimation TheoryRestriction: Major,ECE 642,89105,3,A Kuh
ECE,Machine LearningRestriction: Major,ECE 645,87064,3,N P Santhanam
ECE,Wireless and Mobile Security,ECE 669,89106,3,X Xue
ECE,Spec Topics in EE: Comp Hard(Wireless Networks and Internet of Things)Restriction: Major,ECE 693E,87067,3,H Cai
ECE,Spec Topics in EE: Devices(Medical Imaging Systems)Restriction: Major,ECE 693I,87065,3,M Hossain
ECE,Spec Topics in EE: Devices(Sensors for Detecting Unexploded Ordinance)Restriction: Major,ECE 693I,89085,3,A T Ohta
ECE,Spec Topics in EE: Fields(Computational Methods in Electrical Engineering)Restriction: Major,ECE 693J,88406,3,M F Iskander
ECE,Spec Topics in EE: Power(Power Electronics)Restriction: Major,ECE 693K,89081,3,D H Green
ECON,Principles of Microeconomics,ECON 130,80267,3,J M Lynham
ECON,Principles of Microeconomics,ECON 130,83089,3,J M Lynham
ECON,Principles of Microeconomics,ECON 130,82171,3,C S Burkart
ECON,Principles of Microeconomics,ECON 130,83090,3,C S Burkart
ECON,Principles of Microeconomics,ECON 130,82170,3,C S Burkart
ECON,Principles of Macroeconomics,ECON 131,85623,3,D E Ching
ECON,Principles of Macroeconomics,ECON 131,85997,3,L Rojas Bernal
ECON,Principles of Macroeconomics,ECON 131,80268,3,L Rojas Bernal
ECON,Principles of Macroeconomics,ECON 131,83154,3,D E Ching
ECON,Data Analysis & Visualization,ECON 256,85624,3,H Choi
ECON,Intermediate Macroeconomics,ECON 300,82710,3,X Wang
ECON,Intermediate Macroeconomics,ECON 300,80269,3,M N Gabrovski
ECON,Intermediate Microeconomics,ECON 301,81642,3,C S Burkart
ECON,Intermediate Microeconomics,ECON 301,80270,3,E Sherstyuk
ECON,The Economy of Hawaii,ECON 311,85625,3,S C Bond-Smith
ECON,Introduction to Statistics,ECON 321,81666,3,D E Ching
ECON,Introduction to Statistics,ECON 321,80271,3,T S Molina
ECON,Introduction to Statistics,ECON 321,87924,3,D E Ching
ECON,Financial Markets & Institutns,ECON 340,87925,3,I Love
ECON,Network Economics,ECON 355,88959,3,R Juarez
ECON,Environmental Economics,ECON 358,88960,3,M J Roberts
ECON,Trade Policy and Globalization,ECON 362,88961,3,C Edmonds
ECON,Internship for EconomicsRestriction: Instructor Approval,ECON 390,84978,1-3,T M Greaney
ECON,Topics in Economics(Sports Economics),ECON 396,87926,3,T Scheiding
ECON,Topics in Economics(AI Applications in Economics and Finance),ECON 396,88064,3,G A Meissner
ECON,Topics in Economics(Indigenous Economics),ECON 396,88962,3,K M Aquino
ECON,Asian Economic Development,ECON 415,88122,3,C Edmonds
ECON,The Chinese Economy,ECON 416,83840,3,X Wang
ECON,Mathematical Economics,ECON 420,88967,3,S H Lee
ECON,Intr Economet II: Pred & Caus,ECON 427,87928,3,P Fuleky
ECON,Health Economics,ECON 434,84287,3,T J Halliday
ECON,Economics of Happiness,ECON 444,85626,3,I Love
ECON,Public Economics,ECON 450,88970,3,D T Moore
ECON,Land and Housing Economics,ECON 495,88971,3,J M Tyndall
ECON,Microeconomic Theory II,ECON 608,83933,3,E Sherstyuk
ECON,Macroeconomic Theory II,ECON 609,80870,3,M N Gabrovski
ECON,Economic Development,ECON 610,88972,3,T S Molina
ECON,Econometrics I,ECON 628,80871,3,P Fuleky
ECON,International Trade & Welfare,ECON 660,88973,3,T M Greaney
ECON,Health Economics and Policy,ECON 674,88974,3,T J Halliday
ECON,Advanced Topics in Economics,ECON 696,83125,1-3,J M Lynham
ECON,Advanced Topics in Economics,ECON 696,83124,1-3,T J Halliday
ECON,Advanced Topics in Economics,ECON 696,83123,1-3,R Juarez
ECON,Research Seminar,ECON 730,88975,3,L Wang
ECON,MA Capstone Research,ECON 732,80277,3,L Wang
EDCS,STEM Pedagogy,EDCS 417,85101,1-3,M A Ikemoto
EDCS,STEM Pedagogy,EDCS 417,86761,1-3,J K Philippoff
EDCS,Multicul and Social Justice Ed,EDCS 440,83947,3,P Halagao
EDCS,Literacy Coaching & Leadership,EDCS 605,89388,3,A M West
EDCS,"Science & Science Curr, PK-12",EDCS 623,85345,3,K K Mawyer
EDCS,Qualitative Research Methods,EDCS 632,87361,3,K Umezawa
EDCS,Autoethnography in Education,EDCS 635,89414,3,C K Au
EDCS,Class/SchLit Assess: Multiling,EDCS 647C,86811,3,P L Bluth
EDCS,SEL Pedagogy and Practice,EDCS 650,89498,3,C G Cruz
EDCS,Seminar in Curriculum: K-14,EDCS 667G,83704,3,B M Ward
EDCS,Indigenous and Postcolonial Ed,EDCS 670,88565,3,J L Kaomea
EDCS,Info Literacy & Learng Resourc,EDCS 686,87506,3,M Garud
EDCS,Dissertation Res. & Writing,EDCS 761,89497,3,A R Freese
EDCS,Issues & Trends in Curriculum,EDCS 767,88881,3,E K Kukahiko
EDEA,Top: Asia Pacific ApproachesRestriction: Department Approval,EDEA 460C,88892,3,D S Taira
EDEA,Research in Educational AdminRestriction: Department Approval,EDEA 602,86385,3,L R Shelly
EDEA,Qualitative Res Meth in EducRestriction: Department Approval,EDEA 604,87263,3,L R Shelly
EDEA,Educational StatisticsRestriction: Department Approval,EDEA 629,88663,3,L H Furuto
EDEA,Ed Law: Higher EdRestriction: Department Approval,EDEA 630H,86321,3,T W Ballard
EDEA,Org Leadership in EdRestriction: Department Approval,EDEA 650,87730,3,E O Chang
EDEA,Intro to Higher EducationRestriction: Department Approval,EDEA 657,87249,3,C M Lucas
EDEA,Leadership in Higher EducationRestriction: Department Approval,EDEA 660,88672,3,K Lopez
EDEA,Intro to Educ Policy StudiesRestriction: Department Approval,EDEA 675,88673,3,A K Manini
EDEA,The Politics of EducationRestriction: Department Approval,EDEA 676,88667,3,K Kukahiko
EDEA,Capstone ProjectRestriction: Department Approval,EDEA 695,86283,3,E O Chang
EDEA,Directed Reading and/or Rsch,EDEA 699,88833,1-12,K Kukahiko
EDEA,Internship in EducationRestriction: Department Approval,EDEA 720,88834,1-6,K Kukahiko
EDEA,Sem: Organizational ChangeRestriction: Department Approval,EDEA 780C,88670,3,A A Lachman
EDEF,Education in American Society,EDEF 310,81028,3,B A Whitenack
EDEF,Education in American Society,EDEF 310,81812,3,W W Perry
EDEF,Education in American Society,EDEF 310,84301,3,D M Furushima
EDEF,Education in American Society,EDEF 310,83758,3,M Sustarsic
EDEF,Education in American Society,EDEF 310,84045,3,D F Arellano
EDEF,Education in American Society,EDEF 310,88280,3,M T Eng
EDEF,Education in American Society,EDEF 310,88352,3,W R Wolff
EDEF,Education in American Society,EDEF 310,88419,3,C J Busby
EDEF,Education in American Society,EDEF 310,88885,3,M D McCormick
EDEF,Education in American Society,EDEF 310,88886,3,K D Vasconcellos
EDEF,Education in American Society,EDEF 310,89394,3,W R Wolff
EDEF,History of Education in Hawaii,EDEF 352,89382,3,D S Taira
EDEF,Intro to Multicultural Educ,EDEF 360,83616,3,X Di
EDEF,Intro to Multicultural Educ,EDEF 360,84066,3,A K Yap
EDEF,Intro to Multicultural Educ,EDEF 360,87604,3,V J Mann
EDEF,Intro to Multicultural Educ,EDEF 360,88002,3,S T Edwards
EDEF,Intro to Multicultural Educ,EDEF 360,88281,3,S T Edwards
EDEF,Intro to Multicultural Educ,EDEF 360,88351,3,Y Saito
EDEF,Intro to Multicultural Educ,EDEF 360,88420,3,A M Kouao
EDEF,Intro to Multicultural Educ,EDEF 360,89395,3,P L Grillet Rodriguez
EDEF,Intro to Multicultural Educ,EDEF 360,89396,3,J T Acido
EDEF,Field Studies in Educ Fndtns,EDEF 649,83866,1-15,H M Tavares
EDEF,Field Studies in Educ Fndtns,EDEF 649,87603,1-15,A J Means
EDEF,Sem EDEF: Leadership Gov Ed,EDEF 667C,89343,3,W W Perry
EDEF,Approaches to Ed Inquiry,EDEF 678,89342,3,B Cheng
EDEF,Education and World Order,EDEF 684,89341,3,D B Edwards
EDEF,Education and Social Change,EDEF 725,89340,3,A J Means
EDEF,Adv Sem in Philosophy of Educ,EDEF 764,89339,3,H M Tavares
EDEP,Intro to Ed Psych,EDEP 311,85081,3,R D Todorovich
EDEP,Intro to Ed Psych,EDEP 311,85079,3,R D Todorovich
EDEP,Intro to Ed Psych,EDEP 311,85080,3,L Kruse
EDEP,Intro to Ed Psych,EDEP 311,85082,3,L Kruse
EDEP,Intro to Ed Psych,EDEP 311,84569,3,S K Ashley
EDEP,Intro to Ed Psych,EDEP 311,85985,3,D C Yarborough
EDEP,Intro to Ed PsychRestriction: Department Approval,EDEP 311,86671,3,K T Gauci
EDEP,Intro to Ed PsychRestriction: Department Approval,EDEP 311,86772,3,K T Gauci
EDEP,Sem in Contemp Persp in Ed Psy(Health & Wellness Issues in Higher Education),EDEP 411,80290,3,K J Scholly
EDEP,Introductory Statistics,EDEP 429,83046,3,M Murphy
EDEP,Intro to Quantitative Methods,EDEP 601,84006,3,T M Maaz
EDEP,Multivariate Methods,EDEP 606,86634,3,S R DeVore
EDEP,Intro to Educational Research,EDEP 608,85083,3,M Murphy
EDEP,Measurement in Educ & Soc Sci,EDEP 616,87300,3,S Im
EDEP,Development & Learning,EDEP 661,82190,3,L A Yamauchi
EDEP,Sem in Ed Psy: General,EDEP 768B,88718,3,L A Yamauchi
ELI,Int Academic Listen. & Speak.,ELI 070,88607,3,TBA
ELI,Intermediate Academic Literacy,ELI 075,86472,3,TBA
ELI,Intermediate Academic Literacy,ELI 075,88608,3,TBA
ELI,Adv Academic Listen. & Speak.,ELI 080,87256,3,TBA
ELI,Adv Academic Listen. & Speak.,ELI 080,88609,3,TBA
ELI,Adv Academic Writing for Grads,ELI 083,86374,3,L J Edmond
