Major,Course Name,Course ID,CRN,Credits,Instructor
PEPS,Soil & Plant Health Management,PEPS 410,83602,2,K Wang
PEPS,Foundations of Pest Management,PEPS 421,84243,4,Z Cheng
PEPS,Epidemiology & Disease Mgmt,PEPS 430,88551,3,J S Luis
PEPS,Applied UAS Ops for Agr & EnvrRestriction: College,PEPS 437,88135,3,D M Jenkins
PEPS,Environmental Law,PEPS 451,82748,3,B Sipes
PEPS,PEPS Capstone,PEPS 495,85699,4,J Tay
PEPS,Bio Pl Path: Bact & Viruses,PEPS 606,83078,4,J Zhou
PEPS,Insect Physiology,PEPS 641,88215,4,P Aigbedion-Atalor
PEPS,Seminar in Plant Pathology,PEPS 660,80904,1,J S Luis
PEPS,Seminar in Entomology,PEPS 690,88216,1,S Yoon
PEPS,Special Topics,PEPS 691,85064,1-4,B Sipes
PEPS,Special Topics,PEPS 691,86878,1-4,M G Wright
PH,Introduction to Public Health,PH 201,82459,3,D C Nelson
PH,Public Health Issues in Hawaii,PH 202,82721,3,L A Kehl
PH,Introduction to Global Health,PH 203,82722,3,U Patil
PH,Quantitative Reasoning for PHRestriction: Major,PH 210,83864,3,K I Yang
PH,Quantitative Reasoning for PHRestriction: Major,PH 210,84490,3,K I Yang
PH,Public Health Student SuccessRestriction: Major,PH 211,87570,2,U Patil
PH,Introduction to EpidemiologyRestriction: Major,PH 310,82164,3,K I Yang
PH,Environmental Health,PH 340,85584,3,Y Lu
PH,PH Biology & Pathophys,PH 341,82460,3,S Li
PH,Introduction to Biostatistics,PH 350,89223,3,K I Yang
PH,Nutrition & Disease Prevention,PH 411,89243,3,V L Cunanan
PH,Indiv & Group Health Promotion,PH 420,83865,3,D A Stupplebeen
PH,Community Health Promotion,PH 422,89164,3,J C Sumibcay
PH,Health Policy & Management,PH 430,89089,3,T Rogers
PH,Introduction to One Health,PH 441,87571,3,D Johnson
PH,Environment and Microorganisms,PH 445,86428,3,Y Lu
PH,Application of PH PrinciplesRestriction: Instructor Approval,PH 480,82723,4,D C Nelson
PH,Application of PH PrinciplesRestriction: Instructor Approval,PH 480,85585,4,U Patil
PH,PH Applied Learning ExperienceRestriction: Instructor Approval,PH 485,85065,3,L A Kehl
PH,PH Undergrad Capstone SeminarRestriction: Instructor Approval,PH 489,83054,3,U Patil
PH,"Pgm Plan, Mgt, Eval & LeadrshpRestriction: Major",PH 648,87573,3,D A Stupplebeen
PH,Biostatistics IIRestriction: Major,PH 656,84290,3,S Li
PH,Computer Applications in PHRestriction: Major,PH 658,80980,3,Y Wu
PH,Principles of Epidemiology IIRestriction: Major,PH 664,80823,3,J Y Huang
PH,Sem: Infectious Disease CntrlRestriction: Major,PH 666,81231,3,D Johnson
PH,Epidemiological Stdy Dsgn CrtqRestriction: Major,PH 669,81579,2,V L Cunanan
PH,Leading Health ProgramsRestriction: Major,PH 672,89121,3,T L Sentell
PH,"Native Hlth Eth, Law, & PlcyRestriction: Major",PH 673,85610,3,L M Riley
PH,Pre-PracticumRestriction: Major,PH 692,88073,1,L A Kehl
PH,Health Promotion ResearchRestriction: Major,PH 702,89122,3,P W Hwang
PH,Comm-Based Participatory RsrchRestriction: Major,PH 704,83328,3,J J Chung-Do
PH,Indigenous Applied Rsrch MthdsRestriction: Major,PH 728,87575,2-3,M C Antonio
PH,Chronic Disease EpidemiologyRestriction: Major,PH 748,82101,3,V L Cunanan
PH,Doc Sem: Evidence-Based PHRestriction: Major,PH 770D,89125,3,J J Sugimoto-Matsuda
PH,Teaching PracticumRestriction: Instructor Approval,PH 771,85025,3,M C Antonio
PH,Research PracticumRestriction: Major,PH 772,85026,1-3,E L Hurwitz
PH,Public Health Sciences SeminarRestriction: Instructor Approval,PH 788,83733,1-4,E L Hurwitz
PH,Public Health Sciences SeminarRestriction: Instructor Approval,PH 788,89392,1-4,K Braun
PH,Public Health Sciences SeminarRestriction: Instructor Approval,PH 788,89391,1-4,J J Chung-Do
PH,Integrative SeminarRestriction: Instructor Approval,PH 789,85969,2,S R Scott
PHIL,Intro to Phil: Survey of Prob,PHIL 100,85183,3,T B Yos
PHIL,Intro to Phil:Morals & Society,PHIL 101,85184,3,TBA
PHIL,Intro Phil: Environmental Phil,PHIL 103,85494,3,S Odin
PHIL,Intro to Deductive Logic,PHIL 110,85185,3,X Yuan
PHIL,Intro to Inductive Logic,PHIL 111,82545,3,M Ishida
PHIL,Intro to Inductive Logic,PHIL 111,85523,3,M Ishida
PHIL,Intro to Inductive Logic,PHIL 111,85525,3,M Ishida
PHIL,How to Be Happy,PHIL 121,86007,3,P Chen
PHIL,How to Be Happy,PHIL 121,88398,3,K Maitra
PHIL,Intro to World Phil II,PHIL 131,83920,3,A T Kelly
PHIL,Medieval to Enlightenment Phil,PHIL 212,84306,3,H H Jaffry
PHIL,Philosophy and Science Fiction,PHIL 242,89161,3,J Bullard
PHIL,Social Philosophy,PHIL 303,87349,3,D M Simone
PHIL,Metaphysics,PHIL 304,86503,3,N A Sims
PHIL,Philosophy of Religion,PHIL 305,86501,3,R A Mannette
PHIL,Philosophy of Art,PHIL 306,88804,3,S Odin
PHIL,Philosophy of Education,PHIL 309,88805,3,M Ishida
PHIL,Ethics in Health Care,PHIL 310,85186,3,T B Hunter
PHIL,Philosophy of Law,PHIL 318,89160,3,B K Mackintosh
PHIL,AI Ethics,PHIL 326,88806,3,G T Tsai
PHIL,Hawaiian Philos.: Aloha 'Aina,PHIL 340,85530,3,B D Watson
PHIL,Indian Philosophy,PHIL 350,85187,3,V Dalmiya
PHIL,Buddhist Philosophy,PHIL 360,88807,3,S M Smith
PHIL,Chinese Philosophy,PHIL 370,83921,3,L Choo
PHIL,Meaning of War,PHIL 387,87432,3,B R Hallett
PHIL,Meaning of War,PHIL 387,88382,3,B R Hallett
PHIL,Meaning of War,PHIL 387,89077,3,W G Hubbard
PHIL,WMvts & Pds: British Empiricsm,PHIL 414G,88809,3,F T Perkins
PHIL,Feminist Issues in Philosophy,PHIL 418,88808,3,K Maitra
PHIL,Philosophy with Children,PHIL 492,80821,3,T B Yos
PHIL,Teaching Philosophy,PHIL 493,82542,3,B T Lukey
PHIL,Sem on Individual Philosophers,PHIL 720,89522,3,B Louden
PHIL,Seminar in Buddhist Philosophy,PHIL 760,88811,3,S M Smith
PHYL,Human Anatomy & Physiology,PHYL 142,81373,3,N K Kawasaki
PHYL,Human Anatomy & Physiology,PHYL 142,85768,3,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,80562,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,87245,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,80560,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,80559,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,85391,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,85392,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,87246,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,83430,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,81452,1,N K Kawasaki
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,80561,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,81506,1,N K Kawasaki
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,87247,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,86407,1,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 142L,86408,1,J K Higa
PHYL,Advanced Anatomy & Physiology,PHYL 302,81374,4,J K Higa
PHYL,Human Anatomy & Physiology Lab,PHYL 302L,81505,1,J K Higa
PHYL,Human Phyl:  Integrative Syst,PHYL 402,82432,4,J K Higa
PHYS,Survey of Physics,PHYS 100,80563,3,C E Junkermeier
PHYS,Survey of Physics Laboratory,PHYS 100L,80564,1,P A Von Doetinchem
PHYS,Survey of Physics Laboratory,PHYS 100L,80565,1,P A Von Doetinchem
PHYS,College Physics,PHYS 151,80566,3,M A Nassir
PHYS,College Physics,PHYS 151,85484,3,M A Nassir
PHYS,College Physics Laboratory I,PHYS 151L,81048,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,80567,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,86057,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,84411,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,80568,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,82235,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,83132,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,80569,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,80571,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,80570,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,86609,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,86607,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,86608,1,P A Von Doetinchem
PHYS,College Physics Laboratory I,PHYS 151L,89009,1,P A Von Doetinchem
PHYS,College Physics,PHYS 152,80572,3,Z Li
PHYS,College Physics Laboratory II,PHYS 152L,80573,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,80987,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,82026,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,82226,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,80574,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,81837,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,83133,1,P A Von Doetinchem
PHYS,College Physics Laboratory II,PHYS 152L,87299,1,P A Von Doetinchem
PHYS,General Physics I,PHYS 170,80575,4,K D Sattler
PHYS,General Physics I,PHYS 170,82500,4,C E Junkermeier
PHYS,General Physics I,PHYS 170,80576,4,C E Junkermeier
PHYS,General Physics IRestriction: Honors Program Approval,PHYS 170A,87358,4,P M Lewis
PHYS,General Physics I Laboratory,PHYS 170L,80577,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,82724,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,87298,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,81489,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,80578,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,86058,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,89120,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,81049,1,P A Von Doetinchem
PHYS,General Physics I Laboratory,PHYS 170L,83600,1,P A Von Doetinchem
PHYS,General Physics II,PHYS 272,80579,3,O V Dvornikov
PHYS,General Physics II,PHYS 272,82501,3,O V Dvornikov
PHYS,General Physics II,PHYS 272,86773,3,O V Dvornikov
PHYS,General Physics II,PHYS 272A,89163,3,O V Dvornikov
PHYS,General Physics II Laboratory,PHYS 272L,80580,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,86610,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,80988,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,82502,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,89050,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,82027,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,86611,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,81838,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,84412,1,P A Von Doetinchem
PHYS,General Physics II Laboratory,PHYS 272L,89051,1,P A Von Doetinchem
PHYS,General Physics III,PHYS 274,80581,3,J Maricic
PHYS,General Physics III Laboratory,PHYS 274L,80582,2,M A Nassir
PHYS,Computational Physics,PHYS 305,82044,4,S Li
PHYS,Theoretical Mechanics II,PHYS 311,80583,3,D A Rubin
PHYS,Thermodynamics & Stat Mechanic,PHYS 430,80584,3,C A Vause
PHYS,Electromagnetic Waves,PHYS 450,80585,3,E Szarmes
PHYS,Physical Optics,PHYS 460,89233,3,B Wu
PHYS,Gen. Relativity & Cosmology,PHYS 470,88894,3,D M Farrah
PHYS,Mod Electronics for Physicists,PHYS 476,87322,3,K Yoshihara
PHYS,Quantum Mechanics II,PHYS 481,80586,3,T Browder
PHYS,Advanced Physics Lab II,PHYS 481L,80587,2,J G Learned
PHYS,Advanced Physics Lab II,PHYS 481L,85460,2,J G Learned
PHYS,Prof Ethics for PhysicistsRestriction: Major,PHYS 485,84227,1,P W Gorham
PHYS,Prof Ethics for PhysicistsRestriction: Major,PHYS 485,89052,1,J E Barnes
PHYS,Modern Physics,PHYS 490,81129,3,S E Vahsen
PHYS,Methods of Theoretical Physics,PHYS 600,89055,3,D M Marfatia
PHYS,Electrodynamics II,PHYS 651,81488,3,C A Vause
PHYS,Quantum Mechanics,PHYS 671,86189,3,J P Kumar
PHYS,Seminar,PHYS 690,82993,1,J G Learned
PHYS,Sem on Elem Particle Physics,PHYS 696,81130,1,J P Kumar
PHYS,Statistical Physics II,PHYS 731,87331,3,S Still
PHYS,Modern General RelativityRestriction: Major,PHYS 760,89053,3,J A Sakstein
PHYS,Nuclear & Particle Physics II,PHYS 778,89054,3,B Q Henning
PLAN,Introduction to Planning,PLAN 310,80595,3,S Raj
PLAN,Introduction to Planning,PLAN 310,82038,3,E French
PLAN,Introduction to Planning,PLAN 310,89485,3,TBA
PLAN,Hazards and Resilience,PLAN 414,85423,3,TBA
PLAN,GIS for Community &Enviro Plan,PLAN 473,85351,3,S Shen
PLAN,Advanced Planning Theory,PLAN 602,89059,3,A K Das
PLAN,Urban EconomicsRestriction: Major,PLAN 603,87333,3,J Park
PLAN,Planning ModelsRestriction: Major,PLAN 605,89058,3,J Park
PLAN,Environmental Planning/Policy,PLAN 620,84248,3,D C Milz
PLAN,Coastal Planning & Management,PLAN 623,89066,3,E French
PLAN,Negotiation & Conflict Resol'n,PLAN 629,85228,3,D C Milz
PLAN,Land Use Policies & Programs,PLAN 640,83418,3,S Raj
PLAN,Advanced GIS and Geospatial AI,PLAN 656,87404,3,S Shen
PLAN,Seminar in DMHA,PLAN 670,89067,3,K E Kim
PLAN,Understanding Natural Disaster,PLAN 671,89460,3,N Gauer Pasqualon
PLAN,Health and Built EnvironmentRestriction: Major,PLAN 682,88184,3,C D Weber
PLAN,Planning Practicum,PLAN 751,85357,6,P Das
PLAN,Directed ProjectRestriction: Major,PLAN 752,81033,1-6,K E Kim
POLS,Intro to Political Science,POLS 110,82747,3,L B Thang
POLS,Intro to Political Science,POLS 110,86486,3,N Rakinawasan
POLS,Intro to Political Science,POLS 110,88401,3,D Samaniego
POLS,Intro to World Politics,POLS 120,87721,3,K X Zhou
POLS,Intro to Global Politics,POLS 150,86487,3,E Kimura
POLS,Intro to Int & Global Studies,POLS 160,86691,3,K Y Manabe
POLS,Hawaii Politics,POLS 301,83042,3,U M Cagivanua
POLS,Native Hawaiian Politics,POLS 302,84455,3,A A Donaldson
POLS,Global Politics/Comparative,POLS 305,82729,3,A Mota Alves
POLS,Chinese Political Economy,POLS 308,83645,3,K X Zhou
POLS,Global Politics/Intl Relations,POLS 315,87383,3,D Samaniego
POLS,Global Politics/Intl Relations,POLS 315,88515,3,S Krishna
POLS,International Law,POLS 317,87384,3,N Soguk
POLS,Global Environmental Politics,POLS 324,87719,3,C M Stephenson
POLS,History of Political Thought,POLS 335,81643,3,G B Werner
POLS,History of Political Thought,POLS 335,83385,3,R R Murphy
POLS,Feminist Theory,POLS 339,84435,3,M Koikari
POLS,The Politics of Media,POLS 341,89501,3,J Grove
POLS,Political Design & Futuristics,POLS 342,88516,3,N S Grove
POLS,The Politics of Film,POLS 343,89404,3,E R Weisiger
POLS,Politics in Hawn Lang MediaRestriction: Instructor Approval,POLS 344,88517,3,N K Silva
POLS,Disability Law & Politics,POLS 367,86504,3,K C Heyer
POLS,Con Law I: Institutions,POLS 375,89385,3,J Goldberg-Hiller
POLS,Con Law II: Rights,POLS 376,84359,3,K C Heyer
POLS,Environmental Law and Politics,POLS 380,89517,3,S M Saastamoinen
POLS,American Politics,POLS 385,83043,3,B D Watson
POLS,American Politics,POLS 385,86505,3,J Grove
POLS,Public Policy-MakingRestriction: Instructor Approval,POLS 386,82039,3,L H Nitz
POLS,Political Inquiry & Analysis,POLS 390,81532,3,D I Saranillio
POLS,Political Inquiry & Analysis,POLS 390,82499,3,J N Goodyear-Kaopua
POLS,Nonviolent Political Alterntvs,POLS 396,83130,3,C M Stephenson
POLS,Teaching Political ScienceRestriction: Instructor Approval,POLS 401,82475,3,J Goldberg-Hiller
POLS,Legislative InternshipsRestriction: Instructor Approval,POLS 402,82473,6-12,L H Nitz
POLS,Community InternshipRestriction: Instructor Approval,POLS 403,82472,3-6,L H Nitz
POLS,Senior ThesisRestriction: Instructor Approval,POLS 404,81422,3,J Goldberg-Hiller
POLS,Executive InternshipRestriction: Instructor Approval,POLS 405,82197,3-6,L H Nitz
POLS,Senior Sem in Political Sci,POLS 406,88356,3,N Soguk
POLS,Senior Sem in Political Sci,POLS 406,89304,3,S Krishna
POLS,Congressional InternshipRestriction: Instructor Approval,POLS 408,82474,6,L H Nitz
POLS,Intl Conflict Resolution,POLS 633,88523,3,C M Stephenson
POLS,Amer Pol Inst In Comp Perspect,POLS 647,88524,3,D I Saranillio
POLS,Future of Political Systems,POLS 673,88529,3,N S Grove
POLS,Asian and/or Pacific Politics,POLS 680,89365,3,E Kimura
POLS,Contemp Native Hawaiian Pol,POLS 684,88525,3,J N Goodyear-Kaopua
POLS,Seminar: Political Thought,POLS 710,88526,3,K E Ferguson
POLS,Seminar: Indigenous Theory,POLS 720,88527,3,N K Silva
POLS,Sem: International Relations,POLS 730,87402,3,F Mantz
PORT,Intermediate Portuguese,PORT 202,88719,3,S C Reemelin
PSTY,Psych Longitudinal ClerkshipRestriction: Major,PSTY 532,84923,5,G C Gavero
PSTY,PSTY Elec: Adult Inpt PSTYRestriction: Major,PSTY 545B,84954,1-18,TBA
PSTY,PSTY Elec: Forensic PSTYRestriction: Major,PSTY 545D,84956,1-18,TBA
PSTY,PSTY Elec: Comm Mental HealthRestriction: Major,PSTY 545F,84957,1-18,TBA
PSTY,PSTY Elec:PSTY Concurrent ElecRestriction: Major,PSTY 545G,84958,1-18,J M Streltzer
PSTY,PSTY Elec: Sub-I in Adult PSTYRestriction: Major,PSTY 545H,84959,1-18,J Takeshita
PSTY,PSTY Elec: Substance AbuseRestriction: Major,PSTY 545I,84960,1-18,M Kiyokawa
PSTY,PSTY Elec: PSTY Asp of Reh MedRestriction: Major,PSTY 545J,84961,1-18,J M Streltzer
PSTY,PSTY Elec: PSTY Asp of SURGRestriction: Major,PSTY 545K,84962,1-18,J M Streltzer
PSTY,PSTY Elec: PSTY Consult-LiaisnRestriction: Major,PSTY 545M,84963,1-18,D P Cho
PSTY,PSTY Elec: PTSDRestriction: Major,PSTY 545N,84964,1-18,TBA
PSTY,PSTY Elec:Extramural PSTY ElecRestriction: Major,PSTY 545O,84965,1-18,G C Gavero
PSTY,PSTY Elec: Rural Child PSTYRestriction: Major,PSTY 545R,84966,1-9,TBA
PSTY,PSTY Elec: Public & Rural PSTYRestriction: Major,PSTY 545S,84967,1-9,TBA
PSTY,PSTY Elec: Mental Hlth ResrchRestriction: Major,PSTY 545T,81463,6-12,J M Onoye
PSY,Survey of Psychology,PSY 100,80625,3,I Kim
PSY,Survey of Psychology,PSY 100,80626,3,A Masuda
PSY,Survey of Psychology,PSY 100,86305,3,S Gao
PSY,Survey of Research Methods,PSY 212,82517,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,82518,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,82519,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,82520,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,82521,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,82522,4,C L Hendrix
PSY,Survey of Research Methods,PSY 212,85989,4,V Diaz Benitez
PSY,Statistical Techniques,PSY 225,82207,3,K Y Soma Tsutsuse
PSY,Statistical Techniques,PSY 225,83916,3,I Kim
PSY,Developmental Psychology,PSY 240,85340,3,A V Astorga
PSY,Social Psychology,PSY 250,83067,3,S L Auelua-Toomey
PSY,Intro to Clinical Psychology,PSY 270,86565,3,H R Turner
PSY,Intro to Community Psychology,PSY 280,85375,3,K A Haapanen
PSY,Intro to Ed Psych,PSY 301,87526,3,R D Todorovich
PSY,Intro to Ed Psych,PSY 301,87527,3,R D Todorovich
PSY,Intro to Ed Psych,PSY 301,87528,3,L Kruse
PSY,Intro to Ed Psych,PSY 301,87529,3,L Kruse
PSY,Intro to Ed Psych,PSY 301,87530,3,S K Ashley
PSY,Psychology of Emotion,PSY 324,83935,3,M Soares Miehlstein
PSY,Cognitive Psychology,PSY 325,83917,3,K Y Soma Tsutsuse
PSY,Sensation and Perception,PSY 336,88553,3,I Kim
PSY,Social Development of Children,PSY 341,85376,3,T A Stacy
PSY,Cross-Cultural Psychology,PSY 351,85377,3,L Lucas
PSY,Abnormal Psychology,PSY 371,81790,3,N R Martin
PSY,Consumer BehaviorRestriction: Major,PSY 385,89505,3,S Kitkuakul
PSY,Consumer BehaviorRestriction: Major,PSY 385,89504,3,S Kitkuakul
PSY,History of Psychology,PSY 402,85812,3,D M Rempala
PSY,"General Psy:  Advanced Topics(The Psychology of Star Trek: Interpretation, Analysis, & Application of Psychological Concepts in Pop Culture)Restriction: Major",PSY 409,89400,3,R L Azman
PSY,"Experimental Psy: Advance Tpcs(Cognition, Perception, and Memory)Restriction: Major",PSY 429,85401,3,S C Sinnett
PSY,Experimental Psy: Advance Tpcs(Exploring AI through the Lens of Psychology)Restriction: Major,PSY 429,88349,3,I Kim
PSY,Experimental Psy: Advance Tpcs(Culture and Cognition)Restriction: Major,PSY 429,84275,3,J Y Sasaki
PSY,Experimental Psy: Advance Tpcs(Culture and Cognition)Restriction: Major,PSY 429,87417,3,J Y Sasaki
PSY,Experimental Psy: Advance Tpcs(Cognitive Science and Programming Basics)Restriction: Major,PSY 429,88792,3,I Kim
PSY,Psychobiology: Advanced Topics(Brain Mapping)Restriction: Major,PSY 439,83918,3,J Vibell
PSY,Developmental Psy:  Adv Topics(Doing Research with Children)Restriction: Major,PSY 449,84276,3,Y Xu
PSY,Social Psy: Advanced Topics(Children's Understanding of Race)Restriction: Major,PSY 459,85777,3,K J Pauker
PSY,Social Psy: Advanced Topics(The Psychology of Colonization)Restriction: Major,PSY 459,86826,3,S L Auelua-Toomey
PSY,Social Psy: Advanced Topics(Cross-Cultural Psychology)Restriction: Major,PSY 459,87418,3,C K Baker
PSY,Health Psychology,PSY 476,89439,3,J D Latner
PSY,Adjust/Treat/Prevent: Adv Tpcs(Abnormal Child Psychology)Restriction: Major,PSY 479,88307,3,P K Goh
PSY,Adjust/Treat/Prevent: Adv Tpcs(The Psychology of Serial Killers)Restriction: Major,PSY 479,89398,3,D R Fryxell
PSY,Adjust/Treat/Prevent: Adv Tpcs(Mental Illness in Films)Restriction: Major,PSY 479,89399,3,C F Acra
PSY,Adjust/Treat/Prevent: Adv Tpcs(Psychology of Weight and Eating)Restriction: Major,PSY 479,89438,3,J D Latner
PSY,Principles of LearningRestriction: Major,PSY 622,88555,3,P A Couvillon
PSY,Cognitive PsychologyRestriction: Major,PSY 626,88556,3,J Vibell
PSY,Introduction to Assessment IIRestriction: Major,PSY 672,80632,3,P K Goh
PSY,Treatment ResearchRestriction: Instructor Approval,PSY 675,86318,3,S Papini
PSY,Psychopathology,PSY 676,87429,3,S Papini
PSY,Child PracticumRestriction: Major,PSY 677,82523,1-3,B J Nakamura
PSY,Adult PracticumRestriction: Major,PSY 678,86733,1-3,A Masuda
PSY,External PracticumRestriction: Major,PSY 679,82582,3,A Masuda
PSY,Sem in Experimental Psychology(Attention and Perception)Restriction: Major,PSY 721,88557,3,S C Sinnett
PSY,Seminar in Social Psychology(Development of Stereotyping and Prejudice)Restriction: Major,PSY 751,88559,3,K J Pauker
PSY,Seminar in Clinical Psychology(Professional Development Seminar in Clinical Psychology)Restriction: Major,PSY 774,88558,1-3,A Papa
PSY,Community Psychology Seminar(Community Interventions)Restriction: Major,PSY 781,82524,3,C K Baker
PSY,Community Psychology Seminar(Program Evaluation)Restriction: Major,PSY 781,87431,3,K A Haapanen
PUBA,Leadership and EthicsRestriction: Major,PUBA 604,86548,3,D C Nixon
PUBA,Public Admin Personnel MgmntRestriction: Major,PUBA 606,83073,3,H H Yu
PUBA,Public Admin Research MethodsRestriction: Major,PUBA 607,83076,3,D C Nixon
PUBA,Public BudgetingRestriction: Major,PUBA 608,83381,3,G Park
PUBA,Political Env of Public Orgs,PUBA 621,88991,3,S Jeong
PUBA,Nonprof Mgmt Pract and Tools,PUBA 631,83075,3,J A Kagan
PUBA,Capstone SeminarRestriction: Department Approval,PUBA 696,85719,3,J A Kagan
QHS,Generalized Linear ModelRestriction: Instructor Approval,QHS 602,83682,3,C K Siriwardhana
QHS,Bioinformatics II,QHS 611,87822,3,Y Deng
QHS,ML for Biomedical Data Science,QHS 612,88774,3,V S Khadka
QHS,Intro to Clinical Trials,QHS 620,88232,2,M R Taafaki
QHS,Design of Clinical Trials,QHS 621,88761,2,C K Siriwardhana
QHS,QHCR Research Seminar,QHS 646,85327,1,C K Siriwardhana
QHS,Secondary Data Analysis,QHS 650,83843,3,E Lim
QHS,Spl Topics in QHS(Epidemiology of Chronic Diseases II),QHS 670,86615,2,B L Rodriguez
QHS,Biostatistical ConsultingRestriction: Instructor Approval,QHS 675,89285,2,J J Chen
QHS,Biostat Consulting PracticumRestriction: Instructor Approval,QHS 676,84226,1-2,J J Chen
QHS,Clinical Literature Appraisal,QHS 680,88759,3,J J Chen
RE,Principles of Real EstateRestriction: College,RE 300,83906,3,M E Itoh
RE,Real Estate Appraisal/AnalysisRestriction: College,RE 330,83390,3,M E Itoh
RE,Real Estate Fin & InvestmentRestriction: College,RE 420,88863,3,Y Chen
RE,Real Estate Investment AnalyRestriction: Major,RE 674,88864,3,Y Chen
REL,Intro to the World's Goddesses,REL 149,85516,3,A R Candens
REL,Intro to the World's Major Rel,REL 150,81365,3,R Lamb
REL,Intro to the World's Major Rel,REL 150,88871,3,G Kinkley
REL,Religion and the Environment,REL 170,88676,3,C W Madrone
REL,Understandng Japanese Religion,REL 204,88662,3,M Mohr
REL,Understandng Hawaiian Religion,REL 205,87209,3,M A Brown
REL,Biblical Hebrew II,REL 302,85839,3,M L Libman
REL,On Death and Dying,REL 394,88901,3,M Mohr
REL,Daoism: Philosophy & Religion,REL 476,89103,3,J E Pettit
REL,Polynesian Religions,REL 492,88668,3,M A Brown
REL,Study of Religion in Practice,REL 602,88669,3,R Lamb
RUS,Elementary Russian,RUS 102,80858,3,A G Kostetskaya
RUS,Intermediate Russian,RUS 202,86419,3,A G Kostetskaya
SAM,Elementary Samoan,SAM 102,88769,4,J F Mayer
SAM,Elementary Samoan,SAM 102,84625,4,J F Mayer
SAM,Elementary Samoan,SAM 102,82534,4,J F Mayer
SAM,Intermediate Samoan,SAM 201,86261,4,E I Danielson
SAM,Intermediate Samoan,SAM 202,84626,4,E I Danielson
SAM,Intermediate Samoan,SAM 202,84627,4,E I Danielson
SLS,Intro to Pidgin in Hawai`i,SLS 130,85833,3,TBA
SLS,Learn Language & Communicate,SLS 150,85223,3,TBA
